jour,dep,P,cas_glissant
2020-07-26,53,8,65
2020-07-26,54,0,12
2020-07-26,55,0,0
2020-07-26,56,3,5
2020-07-26,57,0,8
2020-07-26,58,1,0
2020-07-26,59,6,66
2020-07-26,60,0,6
2020-07-26,61,0,1
2020-07-26,62,1,8
2020-07-26,63,0,1
2020-07-26,64,0,2
2020-07-26,65,0,1
2020-07-26,66,0,3
2020-07-26,67,1,7
2020-07-26,68,1,9
2020-07-26,69,25,28
2020-07-26,70,0,1
2020-07-26,71,1,1
2020-07-26,72,2,8
2020-07-26,73,2,3
2020-07-26,74,4,18
2020-07-26,75,17,54
2020-07-26,76,6,7
2020-07-26,77,1,19
2020-07-26,78,7,25
2020-07-26,79,0,1
2020-07-26,80,0,1
2020-07-26,81,0,1
2020-07-26,82,0,3
2020-07-26,83,1,6
2020-07-26,84,0,5
2020-07-26,85,0,4
2020-07-26,86,0,1
2020-07-26,87,0,1
2020-07-26,88,1,6
2020-07-26,89,3,2
2020-07-26,90,0,0
2020-07-26,91,2,29
2020-07-26,92,8,38
2020-07-26,93,11,43
2020-07-26,94,8,31
2020-07-26,95,8,37
2020-07-26,971,0,2
2020-07-26,972,1,1
2020-07-26,973,75,96
2020-07-26,974,0,4
2020-07-26,975,0,0
2020-07-26,976,3,12
2020-07-26,977,0,0
2020-07-26,978,0,0
2020-07-27,01,13,8
2020-07-27,02,5,4
2020-07-27,03,4,3
2020-07-27,04,1,1
2020-07-27,05,0,0
2020-07-27,06,20,18
2020-07-27,07,3,2
2020-07-27,08,0,1
2020-07-27,09,0,0
2020-07-27,10,5,1
2020-07-27,11,2,1
2020-07-27,12,3,1
2020-07-27,13,77,38
2020-07-27,14,5,4
2020-07-27,15,0,0
2020-07-27,16,0,1
2020-07-27,17,3,1
2020-07-27,18,0,1
2020-07-27,19,0,0
2020-07-27,21,8,3
2020-07-27,22,3,3
2020-07-27,23,0,0
2020-07-27,24,0,1
2020-07-27,25,6,4
2020-07-27,26,7,4
2020-07-27,27,3,1
2020-07-27,28,1,4
2020-07-27,29,7,4
2020-07-27,2A,0,0
2020-07-27,2B,1,0
2020-07-27,30,14,13
2020-07-27,31,22,23
2020-07-27,32,1,1
2020-07-27,33,16,18
2020-07-27,34,18,9
2020-07-27,35,35,25
2020-07-27,36,3,1
2020-07-27,37,8,8
2020-07-27,38,21,9
2020-07-27,39,3,2
2020-07-27,40,2,1
2020-07-27,41,2,2
2020-07-27,42,16,12
2020-07-27,43,1,1
2020-07-27,44,14,14
2020-07-27,45,20,9
2020-07-27,46,0,0
2020-07-27,47,2,1
2020-07-27,48,0,0
2020-07-27,49,21,8
2020-07-27,50,1,1
2020-07-27,51,5,6
2020-07-27,52,2,1
2020-07-27,53,29,59
2020-07-27,54,22,13
2020-07-27,55,2,1
2020-07-27,56,10,5
2020-07-27,57,10,9
2020-07-27,58,0,0
2020-07-27,59,105,72
2020-07-27,60,10,6
2020-07-27,61,1,1
2020-07-27,62,16,8
2020-07-27,63,0,1
2020-07-27,64,3,2
2020-07-27,65,2,1
2020-07-27,66,4,3
2020-07-27,67,12,7
2020-07-27,68,18,10
2020-07-27,69,27,30
2020-07-27,70,1,1
2020-07-27,71,6,2
2020-07-27,72,12,9
2020-07-27,73,1,2
2020-07-27,74,38,21
2020-07-27,75,98,59
2020-07-27,76,6,8
2020-07-27,77,43,23
2020-07-27,78,39,27
2020-07-27,79,0,1
2020-07-27,80,4,2
2020-07-27,81,0,1
2020-07-27,82,3,3
2020-07-27,83,19,8
2020-07-27,84,9,6
2020-07-27,85,3,3
2020-07-27,86,4,1
2020-07-27,87,2,1
2020-07-27,88,4,5
2020-07-27,89,4,3
2020-07-27,90,0,0
2020-07-27,91,51,29
2020-07-27,92,69,40
2020-07-27,93,95,50
2020-07-27,94,64,37
2020-07-27,95,43,35
2020-07-27,971,26,6
2020-07-27,972,1,1
2020-07-27,973,75,92
2020-07-27,974,4,4
2020-07-27,975,0,0
2020-07-27,976,13,12
2020-07-27,977,0,0
2020-07-27,978,1,0
2020-07-28,01,10,8
2020-07-28,02,4,4
2020-07-28,03,0,3
2020-07-28,04,6,1
2020-07-28,05,0,0
2020-07-28,06,16,19
2020-07-28,07,1,1
2020-07-28,08,1,1
2020-07-28,09,0,0
2020-07-28,10,3,1
2020-07-28,11,0,1
2020-07-28,12,1,1
2020-07-28,13,64,41
2020-07-28,14,5,4
2020-07-28,15,0,0
2020-07-28,16,1,1
2020-07-28,17,0,1
2020-07-28,18,0,1
2020-07-28,19,1,0
2020-07-28,21,4,4
2020-07-28,22,6,4
2020-07-28,23,0,0
2020-07-28,24,2,1
2020-07-28,25,4,4
2020-07-28,26,5,4
2020-07-28,27,3,2
2020-07-28,28,7,4
2020-07-28,29,9,5
2020-07-28,2A,0,0
2020-07-28,2B,1,0
2020-07-28,30,9,11
2020-07-28,31,32,24
2020-07-28,32,5,1
2020-07-28,33,12,18
2020-07-28,34,21,11
2020-07-28,35,50,30
2020-07-28,36,1,1
2020-07-28,37,11,10
2020-07-28,38,9,9
2020-07-28,39,0,2
2020-07-28,40,1,1
2020-07-28,41,3,2
2020-07-28,42,10,12
2020-07-28,43,0,0
2020-07-28,44,24,16
2020-07-28,45,14,10
2020-07-28,46,0,0
2020-07-28,47,0,1
2020-07-28,48,0,0
2020-07-28,49,11,9
2020-07-28,50,2,1
2020-07-28,51,6,5
2020-07-28,52,0,1
2020-07-28,53,34,49
2020-07-28,54,27,15
2020-07-28,55,1,1
2020-07-28,56,8,6
2020-07-28,57,8,8
2020-07-28,58,1,1
2020-07-28,59,89,71
2020-07-28,60,6,7
2020-07-28,61,1,0
2020-07-28,62,8,9
2020-07-28,63,3,1
2020-07-28,64,1,2
2020-07-28,65,2,2
2020-07-28,66,1,3
2020-07-28,67,11,8
2020-07-28,68,8,8
2020-07-28,69,19,28
2020-07-28,70,0,1
2020-07-28,71,1,2
2020-07-28,72,19,10
2020-07-28,73,5,3
2020-07-28,74,40,24
2020-07-28,75,122,68
2020-07-28,76,8,8
2020-07-28,77,31,24
2020-07-28,78,42,29
2020-07-28,79,0,1
2020-07-28,80,3,2
2020-07-28,81,4,1
2020-07-28,82,6,4
2020-07-28,83,13,7
2020-07-28,84,8,6
2020-07-28,85,2,3
2020-07-28,86,1,1
2020-07-28,87,4,2
2020-07-28,88,6,5
2020-07-28,89,2,3
2020-07-28,90,0,0
2020-07-28,91,48,30
2020-07-28,92,60,41
2020-07-28,93,75,51
2020-07-28,94,73,41
2020-07-28,95,52,37
2020-07-28,971,21,9
2020-07-28,972,2,1
2020-07-28,973,78,88
2020-07-28,974,3,4
2020-07-28,975,0,0
2020-07-28,976,25,12
2020-07-28,977,0,0
2020-07-28,978,2,1
2020-07-29,01,7,9
2020-07-29,02,1,3
2020-07-29,03,3,2
2020-07-29,04,1,1
2020-07-29,05,1,0
2020-07-29,06,25,20
2020-07-29,07,2,2
2020-07-29,08,2,1
2020-07-29,09,2,0
2020-07-29,10,0,1
2020-07-29,11,0,1
2020-07-29,12,1,1
2020-07-29,13,95,48
2020-07-29,14,2,3
2020-07-29,15,0,0
2020-07-29,16,2,1
2020-07-29,17,1,1
2020-07-29,18,0,0
2020-07-29,19,1,0
2020-07-29,21,3,4
2020-07-29,22,1,3
2020-07-29,23,1,0
2020-07-29,24,2,1
2020-07-29,25,5,4
2020-07-29,26,2,3
2020-07-29,27,8,3
2020-07-29,28,0,3
2020-07-29,29,2,5
2020-07-29,2A,0,0
2020-07-29,2B,1,0
2020-07-29,30,17,11
2020-07-29,31,34,25
2020-07-29,32,2,1
2020-07-29,33,13,16
2020-07-29,34,19,12
2020-07-29,35,28,30
2020-07-29,36,0,1
2020-07-29,37,8,9
2020-07-29,38,13,10
2020-07-29,39,2,2
2020-07-29,40,0,1
2020-07-29,41,6,3
2020-07-29,42,21,14
2020-07-29,43,0,0
2020-07-29,44,18,17
2020-07-29,45,11,10
2020-07-29,46,0,0
2020-07-29,47,0,1
2020-07-29,48,0,0
2020-07-29,49,11,9
2020-07-29,50,1,1
2020-07-29,51,3,4
2020-07-29,52,0,1
2020-07-29,53,31,42
2020-07-29,54,17,16
2020-07-29,55,1,1
2020-07-29,56,5,7
2020-07-29,57,16,9
2020-07-29,58,0,1
2020-07-29,59,103,73
2020-07-29,60,7,7
2020-07-29,61,2,1
2020-07-29,62,23,10
2020-07-29,63,3,2
2020-07-29,64,2,1
2020-07-29,65,4,2
2020-07-29,66,15,4
2020-07-29,67,6,8
2020-07-29,68,9,9
2020-07-29,69,30,29
2020-07-29,70,1,1
2020-07-29,71,2,2
2020-07-29,72,13,11
2020-07-29,73,5,3
2020-07-29,74,42,27
2020-07-29,75,119,76
2020-07-29,76,10,8
2020-07-29,77,68,31
2020-07-29,78,56,30
2020-07-29,79,1,0
2020-07-29,80,2,2
2020-07-29,81,4,2
2020-07-29,82,3,4
2020-07-29,83,15,9
2020-07-29,84,9,6
2020-07-29,85,2,3
2020-07-29,86,2,1
2020-07-29,87,0,1
2020-07-29,88,3,4
2020-07-29,89,5,3
2020-07-29,90,1,0
2020-07-29,91,51,33
2020-07-29,92,58,44
2020-07-29,93,101,58
2020-07-29,94,74,45
2020-07-29,95,58,38
2020-07-29,971,2,9
2020-07-29,972,2,1
2020-07-29,973,96,85
2020-07-29,974,1,3
2020-07-29,975,0,0
2020-07-29,976,13,12
2020-07-29,977,0,0
2020-07-29,978,0,1
2020-07-30,01,17,10
2020-07-30,02,0,2
2020-07-30,03,0,2
2020-07-30,04,1,1
2020-07-30,05,0,0
2020-07-30,06,47,25
2020-07-30,07,3,1
2020-07-30,08,1,1
2020-07-30,09,1,1
2020-07-30,10,1,1
2020-07-30,11,1,1
2020-07-30,12,3,2
2020-07-30,13,112,59
2020-07-30,14,4,3
2020-07-30,15,0,0
2020-07-30,16,3,1
2020-07-30,17,0,1
2020-07-30,18,1,0
2020-07-30,19,1,0
2020-07-30,21,2,3
2020-07-30,22,7,4
2020-07-30,23,3,1
2020-07-30,24,2,1
2020-07-30,25,8,5
2020-07-30,26,0,2
2020-07-30,27,5,3
2020-07-30,28,3,3
2020-07-30,29,4,4
2020-07-30,2A,0,0
2020-07-30,2B,0,0
2020-07-30,30,12,12
2020-07-30,31,58,27
2020-07-30,32,1,1
2020-07-30,33,9,14
2020-07-30,34,17,13
2020-07-30,35,22,30
2020-07-30,36,4,1
2020-07-30,37,12,9
2020-07-30,38,7,9
2020-07-30,39,0,2
2020-07-30,40,0,0
2020-07-30,41,5,3
2020-07-30,42,25,16
2020-07-30,43,1,0
2020-07-30,44,22,15
2020-07-30,45,17,11
2020-07-30,46,0,0
2020-07-30,47,2,1
2020-07-30,48,0,0
2020-07-30,49,17,10
2020-07-30,50,0,1
2020-07-30,51,6,5
2020-07-30,52,1,1
2020-07-30,53,24,34
2020-07-30,54,21,17
2020-07-30,55,1,1
2020-07-30,56,4,8
2020-07-30,57,17,10
2020-07-30,58,1,1
2020-07-30,59,129,82
2020-07-30,60,16,8
2020-07-30,61,0,1
2020-07-30,62,35,14
2020-07-30,63,4,2
2020-07-30,64,2,2
2020-07-30,65,2,2
2020-07-30,66,8,5
2020-07-30,67,19,9
2020-07-30,68,6,8
2020-07-30,69,33,31
2020-07-30,70,2,1
2020-07-30,71,4,2
2020-07-30,72,5,10
2020-07-30,73,5,3
2020-07-30,74,45,30
2020-07-30,75,126,85
2020-07-30,76,7,7
2020-07-30,77,47,33
2020-07-30,78,39,33
2020-07-30,79,3,1
2020-07-30,80,4,3
2020-07-30,81,4,2
2020-07-30,82,1,3
2020-07-30,83,21,11
2020-07-30,84,8,7
2020-07-30,85,4,3
2020-07-30,86,1,1
2020-07-30,87,1,1
2020-07-30,88,3,4
2020-07-30,89,2,3
2020-07-30,90,1,0
2020-07-30,91,56,36
2020-07-30,92,71,47
2020-07-30,93,91,63
2020-07-30,94,59,49
2020-07-30,95,44,37
2020-07-30,971,2,8
2020-07-30,972,4,2
2020-07-30,973,64,80
2020-07-30,974,10,3
2020-07-30,975,0,0
2020-07-30,976,15,12
2020-07-30,977,1,0
2020-07-30,978,0,0
2020-07-31,01,17,10
2020-07-31,02,2,2
2020-07-31,03,2,2
2020-07-31,04,3,2
2020-07-31,05,0,0
2020-07-31,06,39,23
2020-07-31,07,4,2
2020-07-31,08,1,1
2020-07-31,09,1,1
2020-07-31,10,2,2
2020-07-31,11,0,1
2020-07-31,12,3,2
2020-07-31,13,111,69
2020-07-31,14,6,4
2020-07-31,15,0,0
2020-07-31,16,1,1
2020-07-31,17,3,1
2020-07-31,18,0,0
2020-07-31,19,1,1
2020-07-31,21,6,4
2020-07-31,22,9,4
2020-07-31,23,0,1
2020-07-31,24,2,1
2020-07-31,25,8,5
2020-07-31,26,2,3
2020-07-31,27,3,3
2020-07-31,28,9,3
2020-07-31,29,4,4
2020-07-31,2A,0,0
2020-07-31,2B,3,1
2020-07-31,30,19,11
2020-07-31,31,50,30
2020-07-31,32,0,1
2020-07-31,33,9,10
2020-07-31,34,33,17
2020-07-31,35,43,30
2020-07-31,36,0,1
2020-07-31,37,13,9
2020-07-31,38,8,9
2020-07-31,39,0,1
2020-07-31,40,2,1
2020-07-31,41,10,4
2020-07-31,42,11,15
2020-07-31,43,0,0
2020-07-31,44,40,18
2020-07-31,45,11,11
2020-07-31,46,0,0
2020-07-31,47,0,1
2020-07-31,48,0,0
2020-07-31,49,10,10
2020-07-31,50,3,1
2020-07-31,51,12,6
2020-07-31,52,0,0
2020-07-31,53,10,24
2020-07-31,54,23,17
2020-07-31,55,0,1
2020-07-31,56,7,8
2020-07-31,57,25,12
2020-07-31,58,0,1
2020-07-31,59,108,85
2020-07-31,60,7,7
2020-07-31,61,2,1
2020-07-31,62,14,14
2020-07-31,63,7,2
2020-07-31,64,2,1
2020-07-31,65,2,2
2020-07-31,66,3,6
2020-07-31,67,14,9
2020-07-31,68,29,11
2020-07-31,69,32,27
2020-07-31,70,3,1
2020-07-31,71,0,2
2020-07-31,72,35,12
2020-07-31,73,3,3
2020-07-31,74,33,31
2020-07-31,75,122,91
2020-07-31,76,14,8
2020-07-31,77,41,37
2020-07-31,78,62,37
2020-07-31,79,3,1
2020-07-31,80,6,3
2020-07-31,81,6,3
2020-07-31,82,1,2
2020-07-31,83,16,13
2020-07-31,84,10,6
2020-07-31,85,5,3
2020-07-31,86,3,2
2020-07-31,87,2,1
2020-07-31,88,6,4
2020-07-31,89,3,3
2020-07-31,90,3,1
2020-07-31,91,52,39
2020-07-31,92,79,52
2020-07-31,93,82,69
2020-07-31,94,83,54
2020-07-31,95,43,37
2020-07-31,971,3,8
2020-07-31,972,9,3
2020-07-31,973,80,76
2020-07-31,974,8,4
2020-07-31,975,0,0
2020-07-31,976,5,11
2020-07-31,977,0,0
2020-07-31,978,1,1
2020-08-01,01,5,10
2020-08-01,02,5,2
2020-08-01,03,0,1
2020-08-01,04,0,2
2020-08-01,05,0,0
2020-08-01,06,45,29
2020-08-01,07,0,2
2020-08-01,08,0,1
2020-08-01,09,2,1
2020-08-01,10,2,2
2020-08-01,11,0,1
2020-08-01,12,1,2
2020-08-01,13,41,72
2020-08-01,14,3,4
2020-08-01,15,0,0
2020-08-01,16,0,1
2020-08-01,17,3,2
2020-08-01,18,0,0
2020-08-01,19,1,1
2020-08-01,21,1,3
2020-08-01,22,3,4
2020-08-01,23,0,1
2020-08-01,24,1,1
2020-08-01,25,3,5
2020-08-01,26,5,3
2020-08-01,27,0,3
2020-08-01,28,4,4
2020-08-01,29,2,4
2020-08-01,2A,0,0
2020-08-01,2B,0,1
2020-08-01,30,8,11
2020-08-01,31,15,31
2020-08-01,32,1,1
2020-08-01,33,10,10
2020-08-01,34,4,16
2020-08-01,35,14,28
2020-08-01,36,0,1
2020-08-01,37,2,8
2020-08-01,38,4,9
2020-08-01,39,1,1
2020-08-01,40,0,1
2020-08-01,41,0,4
2020-08-01,42,10,14
2020-08-01,43,0,0
2020-08-01,44,16,19
2020-08-01,45,7,12
2020-08-01,46,1,0
2020-08-01,47,2,1
2020-08-01,48,0,0
2020-08-01,49,3,10
2020-08-01,50,1,1
2020-08-01,51,5,6
2020-08-01,52,0,0
2020-08-01,53,14,21
2020-08-01,54,9,17
2020-08-01,55,0,1
2020-08-01,56,3,6
2020-08-01,57,9,12
2020-08-01,58,0,0
2020-08-01,59,62,86
2020-08-01,60,15,9
2020-08-01,61,0,1
2020-08-01,62,7,15
2020-08-01,63,2,3
2020-08-01,64,3,2
2020-08-01,65,2,2
2020-08-01,66,0,4
2020-08-01,67,13,11
2020-08-01,68,6,11
2020-08-01,69,8,25
2020-08-01,70,1,1
2020-08-01,71,1,2
2020-08-01,72,13,14
2020-08-01,73,3,3
2020-08-01,74,22,32
2020-08-01,75,53,94
2020-08-01,76,13,9
2020-08-01,77,29,37
2020-08-01,78,11,37
2020-08-01,79,0,1
2020-08-01,80,3,3
2020-08-01,81,1,3
2020-08-01,82,4,3
2020-08-01,83,14,14
2020-08-01,84,7,7
2020-08-01,85,4,3
2020-08-01,86,2,2
2020-08-01,87,1,1
2020-08-01,88,0,3
2020-08-01,89,1,3
2020-08-01,90,1,1
2020-08-01,91,17,40
2020-08-01,92,43,55
2020-08-01,93,46,72
2020-08-01,94,36,57
2020-08-01,95,16,38
2020-08-01,971,4,8
2020-08-01,972,0,3
2020-08-01,973,49,74
2020-08-01,974,1,4
2020-08-01,975,0,0
2020-08-01,976,7,12
2020-08-01,977,0,0
2020-08-01,978,1,1
2020-08-02,01,2,10
2020-08-02,02,0,2
2020-08-02,03,0,1
2020-08-02,04,0,2
2020-08-02,05,0,0
2020-08-02,06,1,28
2020-08-02,07,0,2
2020-08-02,08,1,1
2020-08-02,09,1,1
2020-08-02,10,0,2
2020-08-02,11,0,0
2020-08-02,12,2,2
2020-08-02,13,11,73
2020-08-02,14,0,4
2020-08-02,15,0,0
2020-08-02,16,0,1
2020-08-02,17,0,1
2020-08-02,18,0,0
2020-08-02,19,0,1
2020-08-02,21,2,4
2020-08-02,22,0,4
2020-08-02,23,0,1
2020-08-02,24,0,1
2020-08-02,25,2,5
2020-08-02,26,1,3
2020-08-02,27,0,3
2020-08-02,28,0,3
2020-08-02,29,2,4
2020-08-02,2A,0,0
2020-08-02,2B,1,1
2020-08-02,30,3,12
2020-08-02,31,8,31
2020-08-02,32,0,1
2020-08-02,33,4,10
2020-08-02,34,2,16
2020-08-02,35,6,28
2020-08-02,36,0,1
2020-08-02,37,1,8
2020-08-02,38,1,9
2020-08-02,39,0,1
2020-08-02,40,0,1
2020-08-02,41,0,4
2020-08-02,42,2,14
2020-08-02,43,0,0
2020-08-02,44,5,20
2020-08-02,45,4,12
2020-08-02,46,0,0
2020-08-02,47,1,1
2020-08-02,48,0,0
2020-08-02,49,2,11
2020-08-02,50,0,1
2020-08-02,51,1,5
2020-08-02,52,0,0
2020-08-02,53,3,21
2020-08-02,54,3,17
2020-08-02,55,0,1
2020-08-02,56,6,6
2020-08-02,57,3,13
2020-08-02,58,0,0
2020-08-02,59,6,86
2020-08-02,60,4,9
2020-08-02,61,0,1
2020-08-02,62,2,15
2020-08-02,63,1,3
2020-08-02,64,0,2
2020-08-02,65,0,2
2020-08-02,66,0,4
2020-08-02,67,0,11
2020-08-02,68,1,11
2020-08-02,69,3,22
2020-08-02,70,0,1
2020-08-02,71,1,2
2020-08-02,72,2,14
2020-08-02,73,0,3
2020-08-02,74,2,32
2020-08-02,75,35,96
2020-08-02,76,11,10
2020-08-02,77,6,38
2020-08-02,78,4,36
2020-08-02,79,0,1
2020-08-02,80,0,3
2020-08-02,81,0,3
2020-08-02,82,0,3
2020-08-02,83,4,15
2020-08-02,84,0,7
2020-08-02,85,0,3
2020-08-02,86,0,2
2020-08-02,87,0,1
2020-08-02,88,0,3
2020-08-02,89,0,2
2020-08-02,90,1,1
2020-08-02,91,13,41
2020-08-02,92,18,57
2020-08-02,93,12,72
2020-08-02,94,13,57
2020-08-02,95,8,38
2020-08-02,971,1,8
2020-08-02,972,0,3
2020-08-02,973,16,65
2020-08-02,974,1,4
2020-08-02,975,0,0
2020-08-02,976,1,11
2020-08-02,977,0,0
2020-08-02,978,0,1
2020-08-03,01,9,10
2020-08-03,02,14,4
2020-08-03,03,5,1
2020-08-03,04,2,2
2020-08-03,05,1,0
2020-08-03,06,50,32
2020-08-03,07,4,2
2020-08-03,08,0,1
2020-08-03,09,2,1
2020-08-03,10,4,2
2020-08-03,11,1,0
2020-08-03,12,2,2
2020-08-03,13,183,88
2020-08-03,14,2,3
2020-08-03,15,1,0
2020-08-03,16,0,1
2020-08-03,17,9,2
2020-08-03,18,1,0
2020-08-03,19,1,1
2020-08-03,21,9,4
2020-08-03,22,13,6
2020-08-03,23,1,1
2020-08-03,24,2,2
2020-08-03,25,8,5
2020-08-03,26,0,2
2020-08-03,27,7,4
2020-08-03,28,10,5
2020-08-03,29,17,6
2020-08-03,2A,2,0
2020-08-03,2B,1,1
2020-08-03,30,16,12
2020-08-03,31,66,38
2020-08-03,32,1,1
2020-08-03,33,20,11
2020-08-03,34,34,19
2020-08-03,35,39,29
2020-08-03,36,0,1
2020-08-03,37,11,8
2020-08-03,38,21,9
2020-08-03,39,1,1
2020-08-03,40,1,1
2020-08-03,41,4,4
2020-08-03,42,12,13
2020-08-03,43,0,0
2020-08-03,44,28,22
2020-08-03,45,15,11
2020-08-03,46,0,0
2020-08-03,47,5,1
2020-08-03,48,1,0
2020-08-03,49,13,10
2020-08-03,50,2,1
2020-08-03,51,9,6
2020-08-03,52,2,0
2020-08-03,53,17,19
2020-08-03,54,25,18
2020-08-03,55,1,1
2020-08-03,56,10,6
2020-08-03,57,15,13
2020-08-03,58,2,1
2020-08-03,59,142,91
2020-08-03,60,18,10
2020-08-03,61,1,1
2020-08-03,62,26,16
2020-08-03,63,13,5
2020-08-03,64,0,1
2020-08-03,65,2,2
2020-08-03,66,4,4
2020-08-03,67,32,14
2020-08-03,68,16,11
2020-08-03,69,33,23
2020-08-03,70,5,2
2020-08-03,71,1,1
2020-08-03,72,20,15
2020-08-03,73,11,5
2020-08-03,74,36,31
2020-08-03,75,195,110
2020-08-03,76,15,11
2020-08-03,77,46,38
2020-08-03,78,94,44
2020-08-03,79,1,1
2020-08-03,80,7,4
2020-08-03,81,6,4
2020-08-03,82,2,2
2020-08-03,83,41,18
2020-08-03,84,20,9
2020-08-03,85,6,3
2020-08-03,86,2,2
2020-08-03,87,0,1
2020-08-03,88,3,3
2020-08-03,89,4,2
2020-08-03,90,1,1
2020-08-03,91,65,43
2020-08-03,92,84,59
2020-08-03,93,87,71
2020-08-03,94,75,59
2020-08-03,95,56,40
2020-08-03,971,8,6
2020-08-03,972,11,4
2020-08-03,973,57,63
2020-08-03,974,6,4
2020-08-03,975,0,0
2020-08-03,976,17,12
2020-08-03,977,1,0
2020-08-03,978,5,1
2020-08-04,01,14,10
2020-08-04,02,4,4
2020-08-04,03,1,2
2020-08-04,04,1,1
2020-08-04,05,2,1
2020-08-04,06,60,38
2020-08-04,07,0,2
2020-08-04,08,5,1
2020-08-04,09,0,1
2020-08-04,10,5,2
2020-08-04,11,5,1
2020-08-04,12,2,2
2020-08-04,13,169,103
2020-08-04,14,3,3
2020-08-04,15,0,0
2020-08-04,16,1,1
2020-08-04,17,3,3
2020-08-04,18,2,1
2020-08-04,19,1,1
2020-08-04,21,5,4
2020-08-04,22,1,5
2020-08-04,23,1,1
2020-08-04,24,2,2
2020-08-04,25,1,5
2020-08-04,26,1,2
2020-08-04,27,4,4
2020-08-04,28,7,5
2020-08-04,29,14,6
2020-08-04,2A,2,1
2020-08-04,2B,4,1
2020-08-04,30,22,14
2020-08-04,31,75,44
2020-08-04,32,0,1
2020-08-04,33,14,11
2020-08-04,34,16,18
2020-08-04,35,52,29
2020-08-04,36,1,1
2020-08-04,37,6,8
2020-08-04,38,21,11
2020-08-04,39,1,1
2020-08-04,40,0,0
2020-08-04,41,2,4
2020-08-04,42,13,13
2020-08-04,43,1,0
2020-08-04,44,30,23
2020-08-04,45,21,12
2020-08-04,46,2,0
2020-08-04,47,4,2
2020-08-04,48,0,0
2020-08-04,49,18,11
2020-08-04,50,8,2
2020-08-04,51,10,7
2020-08-04,52,3,1
2020-08-04,53,12,16
2020-08-04,54,25,18
2020-08-04,55,2,1
2020-08-04,56,9,6
2020-08-04,57,18,15
2020-08-04,58,0,0
2020-08-04,59,101,93
2020-08-04,60,17,12
2020-08-04,61,0,1
2020-08-04,62,19,18
2020-08-04,63,7,5
2020-08-04,64,10,3
2020-08-04,65,2,2
2020-08-04,66,1,4
2020-08-04,67,9,13
2020-08-04,68,8,11
2020-08-04,69,41,26
2020-08-04,70,4,2
2020-08-04,71,2,2
2020-08-04,72,36,18
2020-08-04,73,7,5
2020-08-04,74,41,32
2020-08-04,75,183,119
2020-08-04,76,16,12
2020-08-04,77,41,40
2020-08-04,78,100,52
2020-08-04,79,3,2
2020-08-04,80,8,4
2020-08-04,81,8,4
2020-08-04,82,1,2
2020-08-04,83,44,22
2020-08-04,84,11,9
2020-08-04,85,4,4
2020-08-04,86,1,2
2020-08-04,87,1,1
2020-08-04,88,2,2
2020-08-04,89,4,3
2020-08-04,90,1,1
2020-08-04,91,78,47
2020-08-04,92,100,65
2020-08-04,93,100,74
2020-08-04,94,65,58
2020-08-04,95,84,44
2020-08-04,971,4,3
2020-08-04,972,28,8
2020-08-04,973,91,65
2020-08-04,974,3,4
2020-08-04,975,0,0
2020-08-04,976,11,10
2020-08-04,977,0,0
2020-08-04,978,3,1
2020-08-05,01,10,11
2020-08-05,02,3,4
2020-08-05,03,0,1
2020-08-05,04,2,1
2020-08-05,05,2,1
2020-08-05,06,65,44
2020-08-05,07,2,2
2020-08-05,08,0,1
2020-08-05,09,2,1
2020-08-05,10,3,2
2020-08-05,11,4,2
2020-08-05,12,3,2
2020-08-05,13,172,114
2020-08-05,14,6,3
2020-08-05,15,1,0
2020-08-05,16,0,1
2020-08-05,17,4,3
2020-08-05,18,3,1
2020-08-05,19,2,1
2020-08-05,21,12,5
2020-08-05,22,15,7
2020-08-05,23,1,1
2020-08-05,24,1,1
2020-08-05,25,3,5
2020-08-05,26,4,2
2020-08-05,27,11,4
2020-08-05,28,8,6
2020-08-05,29,20,9
2020-08-05,2A,1,1
2020-08-05,2B,1,1
2020-08-05,30,20,14
2020-08-05,31,60,47
2020-08-05,32,2,1
2020-08-05,33,18,12
2020-08-05,34,26,19
2020-08-05,35,39,31
2020-08-05,36,1,1
2020-08-05,37,2,7
2020-08-05,38,12,11
2020-08-05,39,2,1
2020-08-05,40,2,1
2020-08-05,41,5,4
2020-08-05,42,14,12
2020-08-05,43,0,0
2020-08-05,44,26,24
2020-08-05,45,10,12
2020-08-05,46,0,0
2020-08-05,47,3,2
2020-08-05,48,0,0
2020-08-05,49,12,11
2020-08-05,50,0,2
2020-08-05,51,10,8
2020-08-05,52,2,1
2020-08-05,53,13,13
2020-08-05,54,23,18
2020-08-05,55,1,1
2020-08-05,56,12,7
2020-08-05,57,18,15
2020-08-05,58,1,1
2020-08-05,59,109,94
2020-08-05,60,11,13
2020-08-05,61,3,1
2020-08-05,62,18,17
2020-08-05,63,13,7
2020-08-05,64,5,3
2020-08-05,65,4,2
2020-08-05,66,4,3
2020-08-05,67,13,14
2020-08-05,68,7,10
2020-08-05,69,49,28
2020-08-05,70,2,2
2020-08-05,71,4,2
2020-08-05,72,49,23
2020-08-05,73,12,6
2020-08-05,74,31,30
2020-08-05,75,197,130
2020-08-05,76,17,13
2020-08-05,77,54,38
2020-08-05,78,67,54
2020-08-05,79,2,2
2020-08-05,80,8,5
2020-08-05,81,13,5
2020-08-05,82,1,1
2020-08-05,83,41,26
2020-08-05,84,20,11
2020-08-05,85,0,3
2020-08-05,86,1,1
