dep,jour,taux_posiv_glissant
70,2020-07-18,0.18957345971563982
71,2020-07-18,0.3237555645487657
72,2020-07-18,1.0126582278481013
73,2020-07-18,0.25012506253126565
74,2020-07-18,0.8660351826792965
75,2020-07-18,1.5144815388016803
76,2020-07-18,0.49668874172185434
77,2020-07-18,0.7225922998758044
78,2020-07-18,1.5775956952427541
79,2020-07-18,0.9803921568627451
80,2020-07-18,0.26327336551118913
81,2020-07-18,0.931098696461825
82,2020-07-18,0.7611798287345386
83,2020-07-18,0.28475711892797323
84,2020-07-18,0.6851448146994706
85,2020-07-18,0.26854649211144677
86,2020-07-18,0.5632040050062578
87,2020-07-18,0.6066734074823054
88,2020-07-18,3.7575150300601203
89,2020-07-18,0.43124101581217056
90,2020-07-18,0.5141388174807198
91,2020-07-18,1.1785297549591598
92,2020-07-18,1.2159458211482221
93,2020-07-18,1.4263311179150175
94,2020-07-18,1.4012611350215194
95,2020-07-18,2.1159383998998376
971,2020-07-18,0.5357142857142857
972,2020-07-18,0.33500837520938026
973,2020-07-18,15.202952029520295
974,2020-07-18,0.4280498552184313
975,2020-07-18,0
976,2020-07-18,8.551992225461614
977,2020-07-18,0.8547008547008548
978,2020-07-18,0.91324200913242
01,2020-07-19,0.402975821450713
02,2020-07-19,0.5235602094240838
03,2020-07-19,0.6493506493506493
04,2020-07-19,0.3836317135549872
05,2020-07-19,0.3472222222222222
06,2020-07-19,0.67618332081142
07,2020-07-19,0.8381689232753062
08,2020-07-19,0.25167785234899326
09,2020-07-19,0
10,2020-07-19,0.657354149548069
11,2020-07-19,0.06557377049180328
12,2020-07-19,0
13,2020-07-19,0.7374487204532135
14,2020-07-19,0.5091021289725394
15,2020-07-19,0.15723270440251574
16,2020-07-19,0.7155635062611807
17,2020-07-19,0.13774104683195593
18,2020-07-19,0.17699115044247787
19,2020-07-19,0.17825311942959002
21,2020-07-19,0.42540261318748096
22,2020-07-19,1.1389521640091116
23,2020-07-19,0
24,2020-07-19,0.156128024980484
25,2020-07-19,0.4806151874399231
26,2020-07-19,1.7424242424242427
27,2020-07-19,0.2556610664718773
28,2020-07-19,0.12070006035003018
29,2020-07-19,2.0985265664533412
2A,2020-07-19,0.6498781478472786
2B,2020-07-19,1.3681592039800996
30,2020-07-19,0.5078720162519045
31,2020-07-19,0.7381507381507382
32,2020-07-19,0.34602076124567477
33,2020-07-19,0.908999091000909
34,2020-07-19,0.42486583184257604
35,2020-07-19,0.7545271629778671
36,2020-07-19,0.24509803921568626
37,2020-07-19,0.7004532344458179
38,2020-07-19,0.5949851253718658
39,2020-07-19,0.989522700814901
40,2020-07-19,0.6824385805277525
41,2020-07-19,0
42,2020-07-19,0.5207290206288805
43,2020-07-19,0.11904761904761905
44,2020-07-19,1.3167344984438591
45,2020-07-19,0.42895442359249336
46,2020-07-19,0
47,2020-07-19,0.18214936247723132
48,2020-07-19,0
49,2020-07-19,1.3523303549867183
50,2020-07-19,0.15212981744421905
51,2020-07-19,0.4319654427645789
52,2020-07-19,0.6426735218508998
53,2020-07-19,3.105934553521908
54,2020-07-19,1.0964083175803403
55,2020-07-19,0.46565774155995343
56,2020-07-19,0.3625576796308504
57,2020-07-19,0.9439099655109819
58,2020-07-19,0.6433823529411764
59,2020-07-19,1.454484191610041
60,2020-07-19,0.8902077151335311
61,2020-07-19,0.44767767207610526
62,2020-07-19,0.9034848702136814
63,2020-07-19,0.09319664492078285
64,2020-07-19,0.1734304543877905
65,2020-07-19,0.6097560975609756
66,2020-07-19,0.16433853738701726
67,2020-07-19,0.31099802092168505
68,2020-07-19,1.7313019390581719
69,2020-07-19,0.8603159705928358
70,2020-07-19,0.0946073793755913
71,2020-07-19,0.32310177705977383
72,2020-07-19,0.9965122072745392
73,2020-07-19,0.34930139720558884
74,2020-07-19,0.855386260358193
75,2020-07-19,1.5005417118093174
76,2020-07-19,0.4880952380952381
77,2020-07-19,0.7328898410192807
78,2020-07-19,1.6553067185978578
79,2020-07-19,0.9771986970684038
80,2020-07-19,0.26223776223776224
81,2020-07-19,0.9319664492078285
82,2020-07-19,0.7511737089201878
83,2020-07-19,0.3168250792062698
84,2020-07-19,0.6840796019900498
85,2020-07-19,0.2671118530884808
86,2020-07-19,0.49968769519050593
87,2020-07-19,0.5976095617529881
88,2020-07-19,3.7369207772795217
89,2020-07-19,0.3838771593090211
90,2020-07-19,0.5089058524173028
91,2020-07-19,1.1637285401543958
92,2020-07-19,1.2033603269507305
93,2020-07-19,1.4362922928851707
94,2020-07-19,1.4247285045332272
95,2020-07-19,2.069649275003098
971,2020-07-19,0.4464285714285714
972,2020-07-19,0.33319450229071224
973,2020-07-19,16.002879078694818
974,2020-07-19,0.451693851944793
975,2020-07-19,0
976,2020-07-19,8.4396467124632
977,2020-07-19,0.8547008547008548
978,2020-07-19,0.9216589861751152
01,2020-07-20,0.49921996879875197
02,2020-07-20,0.4028197381671702
03,2020-07-20,0.5494505494505495
04,2020-07-20,0.3516998827667058
05,2020-07-20,0.16474464579901155
06,2020-07-20,0.7602421512037167
07,2020-07-20,0.8392511297611362
08,2020-07-20,0.07309941520467836
09,2020-07-20,0
10,2020-07-20,0.6338028169014085
11,2020-07-20,0.12690355329949238
12,2020-07-20,0
13,2020-07-20,0.668644347130009
14,2020-07-20,0.5855855855855856
15,2020-07-20,0
16,2020-07-20,0.8389261744966443
17,2020-07-20,0.14124293785310735
18,2020-07-20,0.17513134851138354
19,2020-07-20,0.08912655971479501
21,2020-07-20,0.4967855055523086
22,2020-07-20,0.9429622815087397
23,2020-07-20,0
24,2020-07-20,0.23752969121140144
25,2020-07-20,0.5681818181818182
26,2020-07-20,1.1547344110854503
27,2020-07-20,0.2878733357322778
28,2020-07-20,0.12217470983506415
29,2020-07-20,1.482479784366577
2A,2020-07-20,0.31520882584712373
2B,2020-07-20,1.0404624277456647
30,2020-07-20,0.604991177211999
31,2020-07-20,0.9333169593515903
32,2020-07-20,0.7936507936507936
33,2020-07-20,0.854619694236065
34,2020-07-20,0.49555130082216464
35,2020-07-20,0.7620257183679949
36,2020-07-20,0.24752475247524752
37,2020-07-20,0.8420208500400962
38,2020-07-20,0.5696026674076132
39,2020-07-20,0.8840353614144566
40,2020-07-20,0.6796556411418215
41,2020-07-20,0.2770083102493075
42,2020-07-20,0.5765407554671969
43,2020-07-20,0.23148148148148145
44,2020-07-20,1.4182662917227045
45,2020-07-20,0.5695687550854354
46,2020-07-20,0.21645021645021645
47,2020-07-20,0.17809439002671415
48,2020-07-20,0
49,2020-07-20,0.8037508372404554
50,2020-07-20,0.19175455417066153
51,2020-07-20,0.579080709373869
52,2020-07-20,0.6299212598425197
53,2020-07-20,3.1997145236112767
54,2020-07-20,1.0220264317180616
55,2020-07-20,0.5605381165919282
56,2020-07-20,0.42488619119878607
57,2020-07-20,0.8417200365965234
58,2020-07-20,0.5405405405405406
59,2020-07-20,1.4975220857573799
60,2020-07-20,0.8469626168224298
61,2020-07-20,0.48025613660619
62,2020-07-20,0.9384331010948386
63,2020-07-20,0.05884083553986466
64,2020-07-20,0.17711654268508678
65,2020-07-20,0.580046403712297
66,2020-07-20,0.21105951878429718
67,2020-07-20,0.4816053511705686
68,2020-07-20,1.8459915611814346
69,2020-07-20,0.7611059335197267
70,2020-07-20,0.09090909090909091
71,2020-07-20,0.1899696048632219
72,2020-07-20,1.2664393570384802
73,2020-07-20,0.6451612903225806
74,2020-07-20,1.4092140921409213
75,2020-07-20,1.4107798046612579
76,2020-07-20,0.36160037326490146
77,2020-07-20,0.7533168428153811
78,2020-07-20,1.681457262961233
79,2020-07-20,0.9558823529411765
80,2020-07-20,0.3508771929824561
81,2020-07-20,0.7964601769911505
82,2020-07-20,0.8726003490401396
83,2020-07-20,0.2887854965506177
84,2020-07-20,0.8338678640153944
85,2020-07-20,0.39473684210526316
86,2020-07-20,0.42971147943523635
87,2020-07-20,0.6641366223908919
88,2020-07-20,3.4074775201135825
89,2020-07-20,0.4608294930875576
90,2020-07-20,0.7471980074719801
91,2020-07-20,1.5134402529929976
92,2020-07-20,1.3159756615253997
93,2020-07-20,1.4086531550955872
94,2020-07-20,1.2888845818393255
95,2020-07-20,2.379807692307692
971,2020-07-20,0.37365716954694067
972,2020-07-20,0.32558139534883723
973,2020-07-20,15.732009925558312
974,2020-07-20,0.4509147127029116
975,2020-07-20,0
976,2020-07-20,8.40751730959446
977,2020-07-20,0.8064516129032258
978,2020-07-20,1.762114537444934
01,2020-07-21,0.6790284669626534
02,2020-07-21,0.5231037489102005
03,2020-07-21,0.5287508261731658
04,2020-07-21,0.3948667324777887
05,2020-07-21,0.1342281879194631
06,2020-07-21,0.7506450856204551
07,2020-07-21,0.8441193021947102
08,2020-07-21,0.11135857461024498
09,2020-07-21,0.15432098765432098
10,2020-07-21,0.5125284738041003
11,2020-07-21,0.16085790884718498
12,2020-07-21,0
13,2020-07-21,0.6961474566885532
14,2020-07-21,0.6049200161312004
15,2020-07-21,0
16,2020-07-21,1.0484927916120577
17,2020-07-21,0.17301038062283738
18,2020-07-21,0.0749063670411985
19,2020-07-21,0.15128593040847202
21,2020-07-21,0.40190906807334836
22,2020-07-21,0.8188730746734256
23,2020-07-21,0
24,2020-07-21,0.19023462270133165
25,2020-07-21,0.5689515036575453
26,2020-07-21,1.187800963081862
27,2020-07-21,0.2858050174658622
28,2020-07-21,0.24177949709864605
29,2020-07-21,1.2187088274044795
2A,2020-07-21,0.1402524544179523
2B,2020-07-21,0.6958250497017893
30,2020-07-21,0.8803951041442989
31,2020-07-21,0.9180584041410293
32,2020-07-21,1.0309278350515463
33,2020-07-21,0.790263948158685
34,2020-07-21,0.5443606150319931
35,2020-07-21,0.8132249033462204
36,2020-07-21,0.22371364653243847
37,2020-07-21,0.8143875127248049
38,2020-07-21,0.5973295853829936
39,2020-07-21,0.8751727314601566
40,2020-07-21,0.6130268199233717
41,2020-07-21,0.572737686139748
42,2020-07-21,0.5941978329255505
43,2020-07-21,0.3988035892323031
44,2020-07-21,1.2664907651715038
45,2020-07-21,0.6473267801486454
46,2020-07-21,0.17271157167530224
47,2020-07-21,0.14947683109118087
48,2020-07-21,0
49,2020-07-21,0.6886553098948894
50,2020-07-21,0.1991238550378335
51,2020-07-21,0.6300630063006301
52,2020-07-21,0.6648936170212766
53,2020-07-21,3.7545126353790614
54,2020-07-21,1.0432886951105576
55,2020-07-21,0.3777148253068933
56,2020-07-21,0.3964059196617336
57,2020-07-21,0.8848230353929214
58,2020-07-21,0.47318611987381703
59,2020-07-21,1.6622726663389784
60,2020-07-21,0.7179995048279277
61,2020-07-21,0.48543689320388345
62,2020-07-21,0.8378569742742507
63,2020-07-21,0.07488766849725412
64,2020-07-21,0.23703703703703705
65,2020-07-21,0.4844961240310077
66,2020-07-21,0.2823861630780092
67,2020-07-21,0.4435789245915828
68,2020-07-21,1.8677281077770975
69,2020-07-21,0.8232892050319437
70,2020-07-21,0.22522522522522523
71,2020-07-21,0.19187719859290053
72,2020-07-21,1.402061855670103
73,2020-07-21,0.5801906340654787
74,2020-07-21,1.501905402376149
75,2020-07-21,1.3953691187371908
76,2020-07-21,0.3642206748794858
77,2020-07-21,0.8695652173913043
78,2020-07-21,1.6379143244814887
79,2020-07-21,0.8816120906801008
80,2020-07-21,0.29542097488921715
81,2020-07-21,0.7262164124909223
82,2020-07-21,0.9509875640087784
83,2020-07-21,0.5552546045503792
84,2020-07-21,0.8514144465806098
85,2020-07-21,0.44150110375275936
86,2020-07-21,0.45848191543555783
87,2020-07-21,0.5443234836702955
88,2020-07-21,2.9140538546661747
89,2020-07-21,0.44194455604660504
90,2020-07-21,0.5268703898840885
91,2020-07-21,1.6187392877547133
92,2020-07-21,1.3296626054358014
93,2020-07-21,1.5477057538237435
94,2020-07-21,1.3912618989504515
95,2020-07-21,2.3602738326351282
971,2020-07-21,0.37422037422037424
972,2020-07-21,0.32038446135362436
973,2020-07-21,14.928698752228165
974,2020-07-21,0.3980539584254755
975,2020-07-21,0
976,2020-07-21,8.787346221441124
977,2020-07-21,0.6688963210702341
978,2020-07-21,1.6666666666666667
01,2020-07-22,0.7492641156007493
02,2020-07-22,0.8250108554059922
03,2020-07-22,0.6406149903907752
04,2020-07-22,0.3898635477582846
05,2020-07-22,0
06,2020-07-22,0.7802781861359267
07,2020-07-22,0.7230255839822024
08,2020-07-22,0.16242555495397942
09,2020-07-22,0.15037593984962408
10,2020-07-22,0.5422993492407809
11,2020-07-22,0.3183023872679045
12,2020-07-22,0.07220216606498195
13,2020-07-22,0.7404767561574404
14,2020-07-22,0.627252101961831
15,2020-07-22,0
16,2020-07-22,1.2135922330097086
17,2020-07-22,0.1128031584884377
18,2020-07-22,0.30143180105501133
19,2020-07-22,0.21897810218978103
21,2020-07-22,0.38314176245210724
22,2020-07-22,0.38057267125770206
23,2020-07-22,0
24,2020-07-22,0.12202562538133008
25,2020-07-22,0.5806281340723146
26,2020-07-22,0.9394233884029802
27,2020-07-22,0.3236245954692557
28,2020-07-22,0.5719733079122974
29,2020-07-22,0.6596975540444534
2A,2020-07-22,0.13596193065941536
2B,2020-07-22,0.46904315196998125
30,2020-07-22,1.2130569033965592
31,2020-07-22,1.0578012844729883
32,2020-07-22,0.936768149882904
33,2020-07-22,0.8756296009298722
34,2020-07-22,0.5250095456281023
35,2020-07-22,1.0192381195056694
36,2020-07-22,0.2061855670103093
37,2020-07-22,1.183431952662722
38,2020-07-22,0.5945880354325931
39,2020-07-22,0.7838283828382838
40,2020-07-22,0.3250711093051605
41,2020-07-22,0.7352941176470588
42,2020-07-22,0.6802721088435374
43,2020-07-22,0.39254170755642787
44,2020-07-22,1.1549963906362792
45,2020-07-22,0.7088954950834667
46,2020-07-22,0.16474464579901155
47,2020-07-22,0.21739130434782608
48,2020-07-22,0
49,2020-07-22,0.8036338225017471
50,2020-07-22,0.23410066328521262
51,2020-07-22,0.8462211847096587
52,2020-07-22,0.6775067750677507
53,2020-07-22,3.6780575539568345
54,2020-07-22,1.0804885687441277
55,2020-07-22,0.3727865796831314
56,2020-07-22,0.27329192546583847
57,2020-07-22,0.9315392577258613
58,2020-07-22,0.3241491085899514
59,2020-07-22,1.7669795692987302
60,2020-07-22,0.6688963210702341
61,2020-07-22,0.4572473708276178
62,2020-07-22,0.8317192662640993
63,2020-07-22,0.048828125
64,2020-07-22,0.33394049787492414
65,2020-07-22,0.529567519858782
66,2020-07-22,0.4273504273504274
67,2020-07-22,0.4410024739163171
68,2020-07-22,1.6166640758588529
69,2020-07-22,0.9393796039737785
70,2020-07-22,0.1388888888888889
71,2020-07-22,0.20026702269692925
72,2020-07-22,1.511535401750199
73,2020-07-22,0.6916192026037429
74,2020-07-22,1.8810148731408576
75,2020-07-22,1.4325541496890413
76,2020-07-22,0.4124656278643446
77,2020-07-22,0.9632637642836906
78,2020-07-22,1.9062289400211805
79,2020-07-22,0.8860759493670887
80,2020-07-22,0.2751031636863824
81,2020-07-22,0.7554945054945055
82,2020-07-22,1.0007147962830594
83,2020-07-22,0.5611972207375735
84,2020-07-22,0.8731241473396999
85,2020-07-22,0.46728971962616817
86,2020-07-22,0.5210800568450971
87,2020-07-22,0.6716417910447761
88,2020-07-22,2.4092297251442143
89,2020-07-22,0.32245062474808545
90,2020-07-22,0.5154639175257731
91,2020-07-22,1.7005510165304958
92,2020-07-22,1.2592222776945692
93,2020-07-22,1.6802688430148822
94,2020-07-22,1.521216973578863
95,2020-07-22,2.425335738624975
971,2020-07-22,0.3719200371920037
972,2020-07-22,0.30973451327433627
973,2020-07-22,15.103610339671011
974,2020-07-22,0.3520726859738785
975,2020-07-22,0
976,2020-07-22,9.312169312169312
977,2020-07-22,0.33444816053511706
978,2020-07-22,1.0309278350515463
01,2020-07-23,0.9465478841870825
02,2020-07-23,0.9275618374558304
03,2020-07-23,0.7138221933809215
04,2020-07-23,0.3980099502487562
05,2020-07-23,0
06,2020-07-23,0.865426222414539
07,2020-07-23,0.748847926267281
08,2020-07-23,0.30895983522142123
09,2020-07-23,0.15151515151515152
10,2020-07-23,0.341130604288499
11,2020-07-23,0.36997885835095135
12,2020-07-23,0.0706713780918728
13,2020-07-23,0.7894632443368906
14,2020-07-23,0.5818078615013481
15,2020-07-23,0
16,2020-07-23,1.1441647597254003
17,2020-07-23,0.1692047377326565
18,2020-07-23,0.40096230954290296
19,2020-07-23,0.15174506828528073
21,2020-07-23,0.4955167531854649
22,2020-07-23,0.24026085464218294
23,2020-07-23,0
24,2020-07-23,0.18126888217522658
25,2020-07-23,0.689289501590668
26,2020-07-23,0.9963467286615741
27,2020-07-23,0.44112656939260264
28,2020-07-23,0.6018518518518519
29,2020-07-23,0.31971225896692973
2A,2020-07-23,0.12919896640826875
2B,2020-07-23,0.2744739249771272
30,2020-07-23,1.2374161073825503
31,2020-07-23,1.3350760900009335
32,2020-07-23,0.8528784648187633
33,2020-07-23,0.9053497942386831
34,2020-07-23,0.5362686988427886
35,2020-07-23,1.2216624685138537
36,2020-07-23,0.2061855670103093
37,2020-07-23,1.4930217461863031
38,2020-07-23,0.6656804733727811
39,2020-07-23,0.8921330089213302
40,2020-07-23,0.3194888178913738
41,2020-07-23,1.2671594508975714
42,2020-07-23,0.7158196134574087
43,2020-07-23,0.4716981132075472
44,2020-07-23,1.3512160944850364
45,2020-07-23,0.8640822045773002
46,2020-07-23,0.3184713375796179
47,2020-07-23,0.21413276231263384
48,2020-07-23,0
49,2020-07-23,0.8773354995938262
50,2020-07-23,0.1783166904422254
51,2020-07-23,0.8625817965496728
52,2020-07-23,0.8674101610904585
53,2020-07-23,3.8007190549563434
54,2020-07-23,1.1008020128951093
55,2020-07-23,0.1890359168241966
56,2020-07-23,0.26921194322075376
57,2020-07-23,0.8940348820167082
58,2020-07-23,0.33222591362126247
59,2020-07-23,1.717294112731375
60,2020-07-23,0.6595995288574794
61,2020-07-23,0.3266448903406439
62,2020-07-23,0.7674943566591422
63,2020-07-23,0.07401924500370095
64,2020-07-23,0.29985007496251875
65,2020-07-23,0.7627118644067797
66,2020-07-23,0.3629764065335753
67,2020-07-23,0.48512289780077616
68,2020-07-23,1.4834901898229382
69,2020-07-23,0.961605952130273
70,2020-07-23,0.1423487544483986
71,2020-07-23,0.17024174327545114
72,2020-07-23,1.7953321364452424
73,2020-07-23,0.7796471070988921
74,2020-07-23,2.2158841597191747
75,2020-07-23,1.428511230036661
76,2020-07-23,0.5020818025961303
77,2020-07-23,1.0757806549885758
78,2020-07-23,1.6786135559386623
79,2020-07-23,0.7509386733416771
80,2020-07-23,0.24154589371980675
81,2020-07-23,0.8480104370515329
82,2020-07-23,1.2195121951219512
83,2020-07-23,0.5836317814033691
84,2020-07-23,0.9539842873176206
85,2020-07-23,0.64
86,2020-07-23,0.42771599657827203
87,2020-07-23,0.44776119402985076
88,2020-07-23,1.6140109890109893
89,2020-07-23,0.4639392661324336
90,2020-07-23,0.29940119760479045
91,2020-07-23,1.779292068900246
92,2020-07-23,1.3216586816454652
93,2020-07-23,1.7148282204948673
94,2020-07-23,1.5030530765617662
95,2020-07-23,2.5215069712251554
971,2020-07-23,0.5991013479780329
972,2020-07-23,0.2398081534772182
973,2020-07-23,14.931192660550458
974,2020-07-23,0.44252682818895894
975,2020-07-23,0
976,2020-07-23,9.191919191919192
977,2020-07-23,0.36101083032490977
978,2020-07-23,1.3513513513513513
01,2020-07-24,1.382228490832158
02,2020-07-24,0.9666080843585236
03,2020-07-24,0.7060333761232349
04,2020-07-24,0.39370078740157477
05,2020-07-24,0
06,2020-07-24,1.1755001031140442
07,2020-07-24,0.686641697877653
08,2020-07-24,0.3010536879076769
09,2020-07-24,0.32310177705977383
10,2020-07-24,0.3472222222222222
11,2020-07-24,0.39548022598870053
12,2020-07-24,0.20876826722338201
13,2020-07-24,0.8785654110001203
14,2020-07-24,0.5422993492407809
15,2020-07-24,0
16,2020-07-24,1.1273957158962795
17,2020-07-24,0.2258610954263128
18,2020-07-24,0.30120481927710846
19,2020-07-24,0.16012810248198558
21,2020-07-24,0.45871559633027525
22,2020-07-24,0.26393929396238863
23,2020-07-24,0
24,2020-07-24,0.30339805825242716
25,2020-07-24,0.7657776604172167
26,2020-07-24,0.801673056814221
27,2020-07-24,0.2911208151382824
28,2020-07-24,0.9681881051175657
29,2020-07-24,0.24497295090333773
2A,2020-07-24,0.0670690811535882
2B,2020-07-24,0.1838235294117647
30,2020-07-24,1.5206812652068127
31,2020-07-24,1.479457218243498
32,2020-07-24,0.5813953488372093
33,2020-07-24,0.9511071481646604
34,2020-07-24,0.5641357625080922
35,2020-07-24,1.5967322688451542
36,2020-07-24,0.1984126984126984
37,2020-07-24,1.7970049916805324
38,2020-07-24,0.7038712921065863
39,2020-07-24,0.9467989179440938
40,2020-07-24,0.1244296972210701
41,2020-07-24,1.3039117352056169
42,2020-07-24,0.9743774810537712
43,2020-07-24,0.38424591738712777
44,2020-07-24,1.2097580483903219
45,2020-07-24,1.0732172668733604
46,2020-07-24,0.6462035541195477
47,2020-07-24,0.3676470588235294
48,2020-07-24,0
49,2020-07-24,0.8228379513014275
50,2020-07-24,0.26684456304202797
51,2020-07-24,0.8705419825891604
52,2020-07-24,0.41884816753926707
53,2020-07-24,3.4694028198125046
54,2020-07-24,1.2711182622687047
55,2020-07-24,0.2762430939226519
56,2020-07-24,0.3427172582619339
57,2020-07-24,0.8739255014326647
58,2020-07-24,0.16906170752324598
59,2020-07-24,1.7422577422577423
60,2020-07-24,0.880853036624942
61,2020-07-24,0.1979218208807521
62,2020-07-24,0.6934970441109596
63,2020-07-24,0.22698612862547288
64,2020-07-24,0.39950829748002464
65,2020-07-24,0.7627118644067797
66,2020-07-24,0.37593984962406013
67,2020-07-24,0.5935038307974533
68,2020-07-24,0.981675392670157
69,2020-07-24,1.1774053741693153
70,2020-07-24,0.3714710252600297
71,2020-07-24,0.16722408026755853
72,2020-07-24,2.062541583499667
73,2020-07-24,0.9304207119741101
74,2020-07-24,2.4154589371980677
75,2020-07-24,1.4957353001771807
76,2020-07-24,0.5900091779205454
77,2020-07-24,1.080876078505736
78,2020-07-24,1.6578546464736985
79,2020-07-24,0.45871559633027525
80,2020-07-24,0.21156558533145275
81,2020-07-24,0.6506180871828237
82,2020-07-24,1.5965166908563133
83,2020-07-24,0.5670103092783505
84,2020-07-24,1.2292738707833046
85,2020-07-24,0.6652555185969156
86,2020-07-24,0.35555555555555557
87,2020-07-24,0.5007153075822603
88,2020-07-24,1.416347005016229
89,2020-07-24,0.5033557046979865
90,2020-07-24,0.19665683382497542
91,2020-07-24,1.7448103078024337
92,2020-07-24,1.3706170528981119
93,2020-07-24,1.745831075793149
94,2020-07-24,1.5714065629332923
95,2020-07-24,2.4681607266265178
971,2020-07-24,0.7869589657110737
972,2020-07-24,0.3721424774056353
973,2020-07-24,14.94485707855053
974,2020-07-24,0.37773580713254085
975,2020-07-24,0
976,2020-07-24,9.427966101694915
977,2020-07-24,0
978,2020-07-24,1.7045454545454544
01,2020-07-25,1.3432409259788511
02,2020-07-25,1.0402532790592491
03,2020-07-25,0.9578544061302682
04,2020-07-25,0.39920159680638717
05,2020-07-25,0.14245014245014245
06,2020-07-25,1.1547118113318329
07,2020-07-25,0.6794317479925881
08,2020-07-25,0.29880478087649404
09,2020-07-25,0.3252032520325203
10,2020-07-25,0.199700449326011
11,2020-07-25,0.398406374501992
12,2020-07-25,0.27739251040221913
13,2020-07-25,0.9081694709101966
14,2020-07-25,0.5646173149309912
15,2020-07-25,0
16,2020-07-25,1.1173184357541899
17,2020-07-25,0.16882386043894204
18,2020-07-25,0.30143180105501133
19,2020-07-25,0.1593625498007968
21,2020-07-25,0.4977482815833135
22,2020-07-25,0.3309066843150232
23,2020-07-25,0
24,2020-07-25,0.3665241295051924
25,2020-07-25,0.7783145464304885
26,2020-07-25,0.8267433501078361
27,2020-07-25,0.2845962290999644
28,2020-07-25,1.0894235133908308
29,2020-07-25,0.240033395950741
2A,2020-07-25,0.06920415224913494
2B,2020-07-25,0.1855287569573284
30,2020-07-25,1.6112789526686808
31,2020-07-25,1.5374394989086078
32,2020-07-25,0.5385996409335727
33,2020-07-25,0.9429792249889494
34,2020-07-25,0.5637707948243993
35,2020-07-25,1.8337408312958436
36,2020-07-25,0.2028397565922921
37,2020-07-25,1.9066403681788298
38,2020-07-25,0.7066213033237372
39,2020-07-25,0.9062075215224286
40,2020-07-25,0.12009607686148918
41,2020-07-25,1.5686274509803921
42,2020-07-25,1.1989100817438691
43,2020-07-25,0.4873294346978557
44,2020-07-25,1.2169783318492133
45,2020-07-25,1.1252094804883888
46,2020-07-25,0.6451612903225806
47,2020-07-25,0.4316546762589928
48,2020-07-25,0
49,2020-07-25,0.7457627118644068
50,2020-07-25,0.21929824561403508
51,2020-07-25,1.0416666666666665
52,2020-07-25,0.423728813559322
53,2020-07-25,3.3425174013921115
54,2020-07-25,1.335693595107821
55,2020-07-25,0.273972602739726
56,2020-07-25,0.6896551724137931
57,2020-07-25,0.7976894512446706
58,2020-07-25,0.2523128679562658
59,2020-07-25,1.7970153918274865
60,2020-07-25,0.9269988412514484
61,2020-07-25,0.19990004997501248
62,2020-07-25,0.6353974121996303
63,2020-07-25,0.202275600505689
64,2020-07-25,0.3695719125346474
65,2020-07-25,0.8598452278589854
66,2020-07-25,0.757002271006813
67,2020-07-25,0.5610098176718092
68,2020-07-25,1.0377203096689178
69,2020-07-25,1.2991725939904195
70,2020-07-25,0.36496350364963503
71,2020-07-25,0.23785253143051308
72,2020-07-25,1.9080068143100513
73,2020-07-25,0.9166666666666666
74,2020-07-25,2.5473812920317913
75,2020-07-25,1.5072110501726588
76,2020-07-25,0.6511627906976745
77,2020-07-25,1.2072434607645874
78,2020-07-25,1.5956498484578356
79,2020-07-25,0.3883495145631068
80,2020-07-25,0.3502626970227671
81,2020-07-25,0.5128205128205128
82,2020-07-25,1.496792587312901
83,2020-07-25,0.5937782367368014
84,2020-07-25,1.0969976905311778
85,2020-07-25,0.78031212484994
86,2020-07-25,0.2743484224965706
87,2020-07-25,0.4243281471004243
88,2020-07-25,1.259150805270864
89,2020-07-25,0.5418924551896623
90,2020-07-25,0.20060180541624875
91,2020-07-25,1.785076758300607
92,2020-07-25,1.403834598787349
93,2020-07-25,1.7494626224026748
94,2020-07-25,1.5877839398313454
95,2020-07-25,2.439738460037084
971,2020-07-25,0.7891770011273956
972,2020-07-25,0.3785830178474851
973,2020-07-25,15.047576897543705
974,2020-07-25,0.3154917319408181
975,2020-07-25,0
976,2020-07-25,9.431939978563774
977,2020-07-25,0
978,2020-07-25,1.7045454545454544
01,2020-07-26,1.398801027690551
02,2020-07-26,1.0454545454545454
03,2020-07-26,0.9596928982725527
04,2020-07-26,0.39603960396039606
05,2020-07-26,0.14792899408284024
06,2020-07-26,1.2038834951456312
07,2020-07-26,0.6815365551425031
08,2020-07-26,0.29910269192422734
09,2020-07-26,0.33003300330033003
10,2020-07-26,0.1993024414549078
11,2020-07-26,0.4532577903682719
12,2020-07-26,0.34602076124567477
13,2020-07-26,0.9052699644358229
14,2020-07-26,0.5799373040752351
15,2020-07-26,0
16,2020-07-26,1.1198208286674132
17,2020-07-26,0.2839295854628052
18,2020-07-26,0.293470286133529
19,2020-07-26,0.1567398119122257
21,2020-07-26,0.47370914258645197
22,2020-07-26,0.3211303789338471
23,2020-07-26,0
24,2020-07-26,0.3654080389768575
25,2020-07-26,0.8066684592632428
26,2020-07-26,0.83032490974729245
27,2020-07-26,0.28188865398167723
28,2020-07-26,1.1246063877642825
29,2020-07-26,0.2557272242940863
2A,2020-07-26,0.06858710562414265
2B,2020-07-26,0.18656716417910446
30,2020-07-26,1.5781062724730324
31,2020-07-26,1.5407741450582486
32,2020-07-26,0.5385996409335727
33,2020-07-26,0.9106678230702514
34,2020-07-26,0.5716920239741816
